(1, 665)
(2, 4530)
(3, 3145)
(4, 4634)
(5, 6402)
(6, 5137)
(7, 5327)
(8, 5891)
(9, 6442)
(10, 5980)
(11, 9654)
(12, 9439)
(13, 12208)
(14, 10448)
(15, 16683)
(16, 17843)
(17, 10128)
(18, 12607)
(19, 11945)
(20, 12919)
(21, 16575)
(22, 14735)
(23, 15832)
(24, 14848)
(25, 15590)
